acronym,system,never_suitable(0),remains_suitable(1),no_longer_suitable(-1),new_habitat(2),area_km2,remains_suitable_(1)_perc,no_longer_suitable(-1)_perc,new_habitat_(2)_per,net_change_perc,species,main_use,cover_inventory
ACACPI,COFFAR_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Acacia picachensis,N-fixing,0.008347013
ACACPI,THEOCA_current_suit,21054,2819,0,0,13813.1,100,0,0,0,Acacia picachensis,N-fixing,0.008347013
ACACPI,THEOCA_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Acacia picachensis,N-fixing,0.008347013
ACACPI,COFFAR_45_suit,3452,3048,406,415,16924.600000000002,88.2455124493341,11.754487550665894,12.015055008685582,0.26056745801968795,Acacia picachensis,N-fixing,0.008347013
ACACPI,COFFAR_45_not,3960,3279,570,125,18860.100000000002,85.19095869056898,14.80904130943102,3.247596778383996,-11.561444531047023,Acacia picachensis,N-fixing,0.008347013
ACACPI,THEOCA_45_suit,18633,1348,995,92,11480.7,57.53307725138711,42.46692274861289,3.9265898420828,-38.54033290653009,Acacia picachensis,N-fixing,0.008347013
ACACPI,THEOCA_45_not,2470,365,182,138,2680.3,66.72760511882998,33.27239488117002,25.22851919561243,-8.043875685557591,Acacia picachensis,N-fixing,0.008347013
ACACPI,COFFAR_85_suit,3162,2447,424,388,14067.900000000001,85.23162661093696,14.768373389063044,13.514454893765237,-1.2539184952978069,Acacia picachensis,N-fixing,0.008347013
ACACPI,COFFAR_85_not,4331,3804,640,201,21775.600000000002,85.5985598559856,14.401440144014401,4.522952295229523,-9.878487848784879,Acacia picachensis,N-fixing,0.008347013
ACACPI,THEOCA_85_suit,17804,1316,922,83,10966.2,58.80250223413762,41.19749776586238,3.708668453976765,-37.48882931188562,Acacia picachensis,N-fixing,0.008347013
ACACPI,THEOCA_85_not,3144,380,256,327,3116.4,59.74842767295597,40.25157232704403,51.41509433962265,11.163522012578618,Acacia picachensis,N-fixing,0.008347013
ACOSPA,COFFAR_current_suit,6438,8129,0,0,39832.100000000006,100,0,0,0,Acosmium panamense,Timber,0.261539746
ACOSPA,COFFAR_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Acosmium panamense,Timber,0.261539746
ACOSPA,THEOCA_current_suit,5546,18327,0,0,89802.3,100,0,0,0,Acosmium panamense,Timber,0.261539746
ACOSPA,THEOCA_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Acosmium panamense,Timber,0.261539746
ACOSPA,COFFAR_45_suit,3145,3369,606,201,19477.5,84.75471698113208,15.245283018867925,5.056603773584905,-10.18867924528302,Acosmium panamense,Timber,0.261539746
ACOSPA,COFFAR_45_not,3514,3889,409,122,21060.2,90.4839460214053,9.516053978594694,2.838529548627269,-6.677524429967425,Acosmium panamense,Timber,0.261539746
ACOSPA,THEOCA_45_suit,3624,15995,788,661,82236.70000000001,95.3047726866472,4.695227313352798,3.938509205743908,-0.75671810760889,Acosmium panamense,Timber,0.261539746
ACOSPA,THEOCA_45_not,1246,1664,88,157,8584.800000000001,94.97716894977168,5.0228310502283104,8.961187214611872,3.9383561643835616,Acosmium panamense,Timber,0.261539746
ACOSPA,COFFAR_85_suit,2832,2602,859,128,16958.9,75.18058364634499,24.819416353655015,3.698353077145334,-21.12106327650968,Acosmium panamense,Timber,0.261539746
ACOSPA,COFFAR_85_not,4032,4254,584,106,23706.2,87.92889623811493,12.071103761885077,2.190988011575031,-9.880115750310045,Acosmium panamense,Timber,0.261539746
ACOSPA,THEOCA_85_suit,3250,15509,743,623,79634.8,95.42825498400197,4.571745015998031,3.8333743539256706,-0.7383706620723607,Acosmium panamense,Timber,0.261539746
ACOSPA,THEOCA_85_not,1650,2149,130,178,11167.1,94.29574374725756,5.704256252742431,7.810443176831944,2.1061869240895126,Acosmium panamense,Timber,0.261539746
ALBIGU,COFFAR_current_suit,5860,8707,0,0,42664.3,100,0,0,0,Albizia guachapele,Timber,0.698366768
ALBIGU,COFFAR_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Albizia guachapele,Timber,0.698366768
ALBIGU,THEOCA_current_suit,8345,15528,0,0,76087.20000000001,100,0,0,0,Albizia guachapele,Timber,0.698366768
ALBIGU,THEOCA_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Albizia guachapele,Timber,0.698366768
ALBIGU,COFFAR_45_suit,3977,2653,225,466,14102.2,92.18207088255733,7.817929117442668,16.191799861014594,8.373870743571926,Albizia guachapele,Timber,0.698366768
ALBIGU,COFFAR_45_not,1972,4433,1396,133,28562.100000000002,76.05078057985932,23.94921942014068,2.281694973408818,-21.66752444673186,Albizia guachapele,Timber,0.698366768
ALBIGU,THEOCA_45_suit,4330,12695,1572,2471,69908.3,88.98156585126516,11.018434148734842,17.319688792317937,6.3012546435830945,Albizia guachapele,Timber,0.698366768
ALBIGU,THEOCA_45_not,1664,1188,215,88,6874.700000000001,84.67569493941554,15.32430506058446,6.272273699215966,-9.052031361368496,Albizia guachapele,Timber,0.698366768
ALBIGU,COFFAR_85_suit,3761,1993,214,453,10814.300000000001,90.30357951971001,9.696420480289987,20.52560036248301,10.829179882193024,Albizia guachapele,Timber,0.698366768
ALBIGU,COFFAR_85_not,2291,4724,1780,181,31869.600000000002,72.63222632226322,27.36777367773678,2.7829028290282904,-24.584870848708487,Albizia guachapele,Timber,0.698366768
ALBIGU,THEOCA_85_suit,3503,12048,1616,2958,66953.6,88.17330210772833,11.826697892271664,21.648126463700233,9.82142857142857,Albizia guachapele,Timber,0.698366768
ALBIGU,THEOCA_85_not,1815,1671,313,308,9721.6,84.22379032258065,15.776209677419356,15.524193548387096,-0.2520161290322598,Albizia guachapele,Timber,0.698366768
ANACEX,COFFAR_current_suit,11739,2828,0,0,13857.2,100,0,0,0,Anacardium excelsum,Timber,0.189198965
ANACEX,COFFAR_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Anacardium excelsum,Timber,0.189198965
ANACEX,THEOCA_current_suit,13915,9958,0,0,48794.200000000004,100,0,0,0,Anacardium excelsum,Timber,0.189198965
ANACEX,THEOCA_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Anacardium excelsum,Timber,0.189198965
ANACEX,COFFAR_45_suit,6138,908,213,62,5492.9000000000005,80.99910793933988,19.000892060660124,5.530776092774309,-13.470115967885816,Anacardium excelsum,Timber,0.189198965
ANACEX,COFFAR_45_not,6150,1265,481,38,8555.400000000001,72.45131729667811,27.54868270332188,2.176403207331042,-25.37227949599084,Anacardium excelsum,Timber,0.189198965
ANACEX,THEOCA_45_suit,11838,7449,1419,362,43453.200000000004,83.99864682002706,16.001353179972934,4.082092918358142,-11.919260261614792,Anacardium excelsum,Timber,0.189198965
ANACEX,THEOCA_45_not,1875,1087,111,82,5870.200000000001,90.73455759599332,9.265442404006679,6.844741235392321,-2.4207011686143582,Anacardium excelsum,Timber,0.189198965
ANACEX,COFFAR_85_suit,5407,743,211,60,4674.6,77.88259958071279,22.11740041928721,6.289308176100629,-15.828092243186582,Anacardium excelsum,Timber,0.189198965
ANACEX,COFFAR_85_not,7006,1514,407,49,9412.900000000001,78.81311816762103,21.18688183237897,2.5507548152004165,-18.636127017178552,Anacardium excelsum,Timber,0.189198965
ANACEX,THEOCA_85_suit,11557,6947,1179,442,39817.4,85.49101649027811,14.508983509721881,5.439330543933055,-9.069652965788826,Anacardium excelsum,Timber,0.189198965
ANACEX,THEOCA_85_not,2080,1720,208,99,9447.2,89.21161825726142,10.78838174273859,5.134854771784232,-5.653526970954358,Anacardium excelsum,Timber,0.189198965
ANACOC,COFFAR_current_suit,4728,9839,0,0,48211.100000000006,100,0,0,0,Anacardium occidentale,Fruit,0.32970702
ANACOC,COFFAR_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Anacardium occidentale,Fruit,0.32970702
ANACOC,THEOCA_current_suit,2857,21016,0,0,102978.40000000001,100,0,0,0,Anacardium occidentale,Fruit,0.32970702
ANACOC,THEOCA_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Anacardium occidentale,Fruit,0.32970702
ANACOC,COFFAR_45_suit,2840,3360,116,1005,17032.4,96.66283084004603,3.33716915995397,28.91254315304948,25.57537399309551,Anacardium occidentale,Fruit,0.32970702
ANACOC,COFFAR_45_not,1470,5347,1016,101,31178.7,84.03268898318403,15.967311016815966,1.5873015873015872,-14.380009429514379,Anacardium occidentale,Fruit,0.32970702
ANACOC,THEOCA_45_suit,1688,17756,1117,507,92477.70000000001,94.08149207863084,5.918507921369152,2.6863773644889526,-3.232130556880199,Anacardium occidentale,Fruit,0.32970702
ANACOC,THEOCA_45_not,841,2067,203,44,11123,91.05726872246696,8.942731277533039,1.9383259911894273,-7.004405286343611,Anacardium occidentale,Fruit,0.32970702
ANACOC,COFFAR_85_suit,2636,2564,116,1105,13132.000000000002,95.67164179104478,4.328358208955224,41.23134328358209,36.90298507462687,Anacardium occidentale,Fruit,0.32970702
ANACOC,COFFAR_85_not,1674,5590,1569,143,35079.100000000006,78.08353121944405,21.916468780555945,1.997485682357871,-19.918983098198073,Anacardium occidentale,Fruit,0.32970702
ANACOC,THEOCA_85_suit,1546,16677,1263,639,87906,92.95986622073579,7.040133779264214,3.5618729096989967,-3.4782608695652173,Anacardium occidentale,Fruit,0.32970702
ANACOC,THEOCA_85_not,878,2903,268,58,15537.900000000001,91.54840744244717,8.451592557552823,1.829076001261432,-6.622516556291391,Anacardium occidentale,Fruit,0.32970702
ANDIIN,COFFAR_current_suit,7035,7532,0,0,36906.8,100,0,0,0,Andira inermis,Timber,0.392309619
ANDIIN,COFFAR_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Andira inermis,Timber,0.392309619
ANDIIN,THEOCA_current_suit,2767,21106,0,0,103419.40000000001,100,0,0,0,Andira inermis,Timber,0.392309619
ANDIIN,THEOCA_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Andira inermis,Timber,0.392309619
ANDIIN,COFFAR_45_suit,4280,2359,130,552,12196.1,94.77701888308557,5.222981116914424,22.17758135797509,16.954600241060668,Andira inermis,Timber,0.392309619
ANDIIN,COFFAR_45_not,2636,4762,303,233,24818.5,94.0177690029615,5.982230997038499,4.600197433366239,-1.3820335636722598,Andira inermis,Timber,0.392309619
ANDIIN,THEOCA_45_suit,1689,18149,860,370,93144.1,95.47582723972855,4.52417276027145,1.9464464201167868,-2.5777263401546637,Andira inermis,Timber,0.392309619
ANDIIN,THEOCA_45_not,905,1910,313,27,10892.7,85.91992802519118,14.080071974808817,1.214574898785425,-12.865497076023392,Andira inermis,Timber,0.392309619
ANDIIN,COFFAR_85_suit,3976,1800,132,513,9466.800000000001,93.16770186335404,6.832298136645963,26.552795031055897,19.720496894409933,Andira inermis,Timber,0.392309619
ANDIIN,COFFAR_85_not,3005,5195,434,342,27582.100000000002,92.28992716290638,7.710072837093622,6.075679516788062,-1.63439332030556,Andira inermis,Timber,0.392309619
ANDIIN,THEOCA_85_suit,1466,17396,797,466,89145.70000000001,95.61919419556972,4.380805804430275,2.561424723794866,-1.819381080635409,Andira inermis,Timber,0.392309619
ANDIIN,THEOCA_85_not,1023,2637,394,53,14851.900000000001,87.00098977235236,12.999010227647641,1.7485978225008247,-11.250412405146816,Andira inermis,Timber,0.392309619
ANNOCH,COFFAR_current_suit,5321,9246,0,0,45305.4,100,0,0,0,Annona cherimola,Fruit,0.026432208
ANNOCH,COFFAR_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Annona cherimola,Fruit,0.026432208
ANNOCH,THEOCA_current_suit,21258,2615,0,0,12813.500000000002,100,0,0,0,Annona cherimola,Fruit,0.026432208
ANNOCH,THEOCA_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Annona cherimola,Fruit,0.026432208
ANNOCH,COFFAR_45_suit,126,5020,2175,0,35255.5,69.77067407922168,30.229325920778315,0,-30.229325920778315,Annona cherimola,Fruit,0.026432208
ANNOCH,COFFAR_45_not,5194,429,2310,1,13421.1,15.66265060240964,84.33734939759037,0.03650967506389193,-84.30083972252648,Annona cherimola,Fruit,0.026432208
ANNOCH,THEOCA_45_suit,18304,1006,1757,1,13538.7,36.40969960188201,63.59030039811798,0.036192544335866814,-63.554107853782114,Annona cherimola,Fruit,0.026432208
ANNOCH,THEOCA_45_not,3009,13,133,0,715.4000000000001,8.904109589041095,91.0958904109589,0,-91.0958904109589,Annona cherimola,Fruit,0.026432208
ANNOCH,COFFAR_85_suit,29,4293,2099,0,31320.800000000003,67.16207759699626,32.83792240300375,0,-32.83792240300375,Annona cherimola,Fruit,0.026432208
ANNOCH,COFFAR_85_not,5292,401,3283,0,18051.600000000002,10.884907709011944,89.11509229098804,0,-89.11509229098804,Annona cherimola,Fruit,0.026432208
ANNOCH,THEOCA_85_suit,17386,769,1970,0,13421.1,28.0759401241329,71.9240598758671,0,-71.9240598758671,Annona cherimola,Fruit,0.026432208
ANNOCH,THEOCA_85_not,3915,13,179,0,940.8000000000001,6.770833333333333,93.22916666666666,0,-93.22916666666666,Annona cherimola,Fruit,0.026432208
ANNOMU,COFFAR_current_suit,4227,10340,0,0,50666.00000000001,100,0,0,0,Annona muricata,Fruit,0.15859325
ANNOMU,COFFAR_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Annona muricata,Fruit,0.15859325
ANNOMU,THEOCA_current_suit,3224,20649,0,0,101180.1,100,0,0,0,Annona muricata,Fruit,0.15859325
ANNOMU,THEOCA_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Annona muricata,Fruit,0.15859325
ANNOMU,COFFAR_45_suit,2826,3832,361,302,20545.7,91.39041259241593,8.609587407584069,7.202480324350108,-1.407107083233961,Annona muricata,Fruit,0.15859325
ANNOMU,COFFAR_45_not,1565,4499,1732,138,30531.9,72.203498635853,27.79650136414701,2.2147327876745306,-25.581768576472477,Annona muricata,Fruit,0.15859325
ANNOMU,THEOCA_45_suit,1623,17637,971,837,91179.20000000001,94.78181427343078,5.218185726569217,4.498065348237317,-0.7201203783319006,Annona muricata,Fruit,0.15859325
ANNOMU,THEOCA_45_not,607,2119,219,210,11456.2,90.63301967493584,9.366980325064157,8.982035928143713,-0.384944396920444,Annona muricata,Fruit,0.15859325
ANNOMU,COFFAR_85_suit,2636,3055,384,346,16851.100000000002,88.83396336144229,11.16603663855772,10.061064262867113,-1.1049723756906076,Annona muricata,Fruit,0.15859325
ANNOMU,COFFAR_85_not,1787,4928,2069,192,34285.3,70.43018436472775,29.569815635272263,2.7440331570673147,-26.82578247820495,Annona muricata,Fruit,0.15859325
ANNOMU,THEOCA_85_suit,1195,17178,905,847,88606.70000000001,94.99529945252448,5.0047005474755295,4.683957307968811,-0.3207432395067187,Annona muricata,Fruit,0.15859325
ANNOMU,THEOCA_85_not,963,2581,306,257,14146.300000000001,89.40076203671632,10.599237963283684,8.901974367855905,-1.6972635954277795,Annona muricata,Fruit,0.15859325
ANNOPU,COFFAR_current_suit,5444,9123,0,0,44702.700000000004,100,0,0,0,Annona purpurea,Fruit,0.059820261
ANNOPU,COFFAR_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Annona purpurea,Fruit,0.059820261
ANNOPU,THEOCA_current_suit,10266,13607,0,0,66674.3,100,0,0,0,Annona purpurea,Fruit,0.059820261
ANNOPU,THEOCA_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Annona purpurea,Fruit,0.059820261
ANNOPU,COFFAR_45_suit,3321,3295,173,532,16993.2,95.01153402537486,4.988465974625144,15.340253748558247,10.351787773933104,Annona purpurea,Fruit,0.059820261
ANNOPU,COFFAR_45_not,1968,4736,975,255,27983.9,82.92768341796533,17.07231658203467,4.465067413762914,-12.607249168271757,Annona purpurea,Fruit,0.059820261
ANNOPU,THEOCA_45_suit,8439,8917,2972,740,58256.100000000006,75.00210278408613,24.99789721591387,6.2242408949449075,-18.77365632096896,Annona purpurea,Fruit,0.059820261
ANNOPU,THEOCA_45_not,1247,1225,619,64,9035.6,66.43167028199566,33.568329718004335,3.470715835140998,-30.09761388286334,Annona purpurea,Fruit,0.059820261
ANNOPU,COFFAR_85_suit,3140,2602,206,473,13759.2,92.66381766381767,7.336182336182335,16.844729344729345,9.508547008547009,Annona purpurea,Fruit,0.059820261
ANNOPU,COFFAR_85_not,2366,4769,1617,224,31291.4,74.67898528030065,25.321014719699342,3.5076730347635454,-21.813341684935796,Annona purpurea,Fruit,0.059820261
ANNOPU,THEOCA_85_suit,8067,7320,3930,808,55125.00000000001,65.06666666666666,34.93333333333333,7.182222222222221,-27.751111111111108,Annona purpurea,Fruit,0.059820261
ANNOPU,THEOCA_85_not,1511,1656,815,125,12107.900000000001,67.0174018615945,32.98259813840551,5.058680696074464,-27.923917442331042,Annona purpurea,Fruit,0.059820261
ANNORE,COFFAR_current_suit,2306,12261,0,0,60078.9,100,0,0,0,Annona reticulata,Fruit,0.063993768
ANNORE,COFFAR_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Annona reticulata,Fruit,0.063993768
ANNORE,THEOCA_current_suit,8464,15409,0,0,75504.1,100,0,0,0,Annona reticulata,Fruit,0.063993768
ANNORE,THEOCA_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Annona reticulata,Fruit,0.063993768
ANNORE,COFFAR_45_suit,1372,5190,413,346,27454.7,92.62894877744066,7.371051222559344,6.175263251829377,-1.1957879707299668,Annona reticulata,Fruit,0.063993768
ANNORE,COFFAR_45_not,989,5797,1045,103,33525.8,84.72668810289389,15.27331189710611,1.5054077755042385,-13.767904121601871,Annona reticulata,Fruit,0.063993768
ANNORE,THEOCA_45_suit,7064,11673,1710,621,65576.70000000001,87.22259583053128,12.777404169468728,4.640215198386012,-8.137188971082715,Annona reticulata,Fruit,0.063993768
ANNORE,THEOCA_45_not,878,2057,215,5,11132.800000000001,90.53697183098592,9.463028169014084,0.22007042253521128,-9.242957746478872,Annona reticulata,Fruit,0.063993768
ANNORE,COFFAR_85_suit,1324,4137,600,360,23211.300000000003,87.33375554148195,12.666244458518051,7.59974667511083,-5.066497783407221,Annona reticulata,Fruit,0.063993768
ANNORE,COFFAR_85_not,1135,5975,1763,103,37916.200000000004,77.21633497027656,22.783665029723444,1.3310933057637633,-21.452571723959682,Annona reticulata,Fruit,0.063993768
ANNORE,THEOCA_85_suit,6746,10133,2779,467,63268.8,78.477385377943,21.522614622057002,3.6167905824039654,-17.905824039653037,Annona reticulata,Fruit,0.063993768
ANNORE,THEOCA_85_not,1357,2258,487,5,13450.500000000002,82.25865209471766,17.741347905282332,0.18214936247723132,-17.5591985428051,Annona reticulata,Fruit,0.063993768
ANNOSQ,COFFAR_current_suit,4554,10013,0,0,49063.700000000004,100,0,0,0,Annona squamosa,Fruit,0.059820261
ANNOSQ,COFFAR_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Annona squamosa,Fruit,0.059820261
ANNOSQ,THEOCA_current_suit,8455,15418,0,0,75548.20000000001,100,0,0,0,Annona squamosa,Fruit,0.059820261
ANNOSQ,THEOCA_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Annona squamosa,Fruit,0.059820261
ANNOSQ,COFFAR_45_suit,2717,3382,820,402,20589.800000000003,80.48548310328415,19.51451689671585,9.566872917658257,-9.947643979057593,Annona squamosa,Fruit,0.059820261
ANNOSQ,COFFAR_45_not,1834,4675,1155,270,28567.000000000004,80.18867924528303,19.81132075471698,4.631217838765009,-15.180102915951972,Annona squamosa,Fruit,0.059820261
ANNOSQ,THEOCA_45_suit,6060,11669,1900,1439,66488.1,85.99749428845162,14.002505711548382,10.605055641535854,-3.3974500700125283,Annona squamosa,Fruit,0.059820261
ANNOSQ,THEOCA_45_not,959,1970,81,145,10049.900000000001,96.05070697220867,3.9492930277913216,7.069722086786934,3.120429058995612,Annona squamosa,Fruit,0.059820261
ANNOSQ,COFFAR_85_suit,2488,2678,785,470,16968.7,77.33179324285302,22.668206757146983,13.57204735778227,-9.096159399364714,Annona squamosa,Fruit,0.059820261
ANNOSQ,COFFAR_85_not,1974,5291,1286,425,32227.300000000003,80.44701231564542,19.55298768435457,6.461912726166945,-13.091074958187624,Annona squamosa,Fruit,0.059820261
ANNOSQ,THEOCA_85_suit,5422,11185,1966,1552,64439.9,85.05056649684435,14.949433503155655,11.801383925176792,-3.1480495779788633,Annona squamosa,Fruit,0.059820261
ANNOSQ,THEOCA_85_not,1440,2356,123,188,12147.1,95.03832190399355,4.961678096006454,7.583703106091166,2.6220250100847116,Annona squamosa,Fruit,0.059820261
ARTOAL,COFFAR_current_suit,10203,4364,0,0,21383.600000000002,100,0,0,0,Artocarpus altilis,Fruit,0.01252052
ARTOAL,COFFAR_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Artocarpus altilis,Fruit,0.01252052
ARTOAL,THEOCA_current_suit,7150,16723,0,0,81942.70000000001,100,0,0,0,Artocarpus altilis,Fruit,0.01252052
ARTOAL,THEOCA_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Artocarpus altilis,Fruit,0.01252052
ARTOAL,COFFAR_45_suit,5623,1282,287,129,7688.1,81.7080943275972,18.291905672402805,8.221797323135755,-10.07010834926705,Artocarpus altilis,Fruit,0.01252052
ARTOAL,COFFAR_45_not,5079,2073,767,15,13916.000000000002,72.99295774647887,27.007042253521124,0.528169014084507,-26.478873239436616,Artocarpus altilis,Fruit,0.01252052
ARTOAL,THEOCA_45_suit,5229,12126,3597,116,77042.70000000001,77.12268651020797,22.877313489792027,0.7377726896902627,-22.139540800101763,Artocarpus altilis,Fruit,0.01252052
ARTOAL,THEOCA_45_not,1995,765,379,16,5605.6,66.87062937062937,33.129370629370634,1.3986013986013985,-31.730769230769234,Artocarpus altilis,Fruit,0.01252052
ARTOAL,COFFAR_85_suit,5009,1077,213,122,6321.000000000001,83.48837209302326,16.511627906976745,9.45736434108527,-7.054263565891475,Artocarpus altilis,Fruit,0.01252052
ARTOAL,COFFAR_85_not,5839,2041,1086,10,15322.300000000001,65.27022705468501,34.729772945315,0.3197953309881676,-34.409977614326834,Artocarpus altilis,Fruit,0.01252052
ARTOAL,THEOCA_85_suit,4800,11144,4055,126,74475.1,73.32061319823673,26.679386801763272,0.8290019080202646,-25.85038489374301,Artocarpus altilis,Fruit,0.01252052
ARTOAL,THEOCA_85_not,2431,1099,572,5,8187.9000000000005,65.76900059844405,34.230999401555955,0.29922202274087373,-33.931777378815084,Artocarpus altilis,Fruit,0.01252052
ASTRGR,COFFAR_current_suit,4382,10185,0,0,49906.5,100,0,0,0,Astronium graveolens,Timber,0.182243121
ASTRGR,COFFAR_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Astronium graveolens,Timber,0.182243121
ASTRGR,THEOCA_current_suit,5445,18428,0,0,90297.20000000001,100,0,0,0,Astronium graveolens,Timber,0.182243121
ASTRGR,THEOCA_current_not,0,0,0,0,0,NaN,NaN,NaN,NaN,Astronium graveolens,Timber,0.182243121
ASTRGR,COFFAR_45_suit,2377,4083,465,396,22285.2,89.77572559366754,10.224274406332453,8.70712401055409,-1.5171503957783639,Astronium graveolens,Timber,0.182243121
ASTRGR,COFFAR_45_not,2240,4223,1433,38,27714.4,74.66407355021217,25.335926449787838,0.6718528995756718,-24.664073550212166,Astronium graveolens,Timber,0.182243121
ASTRGR,THEOCA_45_suit,3485,15276,951,1356,79512.3,94.13939730079497,5.860602699205029,8.356442965427991,2.495840266222962,Astronium graveolens,Timber,0.182243121
